parcel_type,n_features,n_informative,n_classes,n_samples,sklearn_time,sklearn_accuracy,cuml_time,cuml_accuracy
sklearn_non_parallel,15000,150.0,8,500,1.9979174137115479,0.142,,
sklearn_non_parallel,15000,150.0,8,500,1.9756529331207275,0.14,,
sklearn_non_parallel,15000,150.0,8,500,1.9845781326293945,0.144,,
sklearn_non_parallel,15000,150.0,8,500,1.9706950187683105,0.148,,
sklearn_non_parallel,15000,150.0,8,500,1.9797475337982178,0.146,,
sklearn_non_parallel,15000,150.0,8,500,1.9956774711608887,0.14400000000000002,,
sklearn_non_parallel,15000,150.0,8,500,1.9780032634735107,0.15,,
sklearn_non_parallel,15000,150.0,8,500,1.9839460849761963,0.132,,
sklearn_non_parallel,15000,150.0,8,500,1.9863696098327637,0.162,,
sklearn_non_parallel,15000,150.0,8,500,1.996628761291504,0.156,,
sklearn_non_parallel,15000,150.0,8,500,1.9858589172363281,0.136,,
sklearn_non_parallel,15000,150.0,8,500,1.9747004508972168,0.11600000000000002,,
sklearn_non_parallel,15000,150.0,8,500,1.9755785465240479,0.146,,
sklearn_non_parallel,15000,150.0,8,500,2.0333638191223145,0.134,,
sklearn_non_parallel,15000,150.0,8,500,1.9990618228912354,0.136,,
sklearn_non_parallel,15000,150.0,8,500,1.992163896560669,0.164,,
sklearn_non_parallel,15000,150.0,8,500,1.9860830307006836,0.17,,
sklearn_non_parallel,15000,150.0,8,500,2.010331392288208,0.134,,
sklearn_non_parallel,15000,150.0,8,500,1.9846296310424805,0.15000000000000002,,
sklearn_non_parallel,15000,150.0,8,500,1.968670129776001,0.13999999999999999,,
cuML,15000,150.0,8,500,,,3.289994716644287,0.12799999862909317
cuML,15000,150.0,8,500,,,3.3590657711029053,0.13999999910593033
cuML,15000,150.0,8,500,,,3.217698097229004,0.15599999874830245
cuML,15000,150.0,8,500,,,3.2508320808410645,0.10399999916553497
cuML,15000,150.0,8,500,,,3.3359873294830322,0.10999999940395355
cuML,15000,150.0,8,500,,,3.254199504852295,0.1299999997019768
cuML,15000,150.0,8,500,,,3.314007520675659,0.1300000011920929
cuML,15000,150.0,8,500,,,3.2937233448028564,0.14800000041723252
cuML,15000,150.0,8,500,,,3.329091787338257,0.11599999740719795
cuML,15000,150.0,8,500,,,3.244175672531128,0.13800000250339509
cuML,15000,150.0,8,500,,,3.262969970703125,0.1280000016093254
cuML,15000,150.0,8,500,,,3.3840935230255127,0.11400000005960464
cuML,15000,150.0,8,500,,,3.2158379554748535,0.11199999824166298
cuML,15000,150.0,8,500,,,3.2570407390594482,0.12199999988079072
cuML,15000,150.0,8,500,,,3.263145685195923,0.11999999731779099
cuML,15000,150.0,8,500,,,3.2681241035461426,0.13400000035762788
cuML,15000,150.0,8,500,,,3.1881933212280273,0.14200000166893006
cuML,15000,150.0,8,500,,,3.3192877769470215,0.13399999737739562
cuML,15000,150.0,8,500,,,3.1956982612609863,0.12199999988079072
cuML,15000,150.0,8,500,,,3.26326584815979,0.11400000005960464
sklearn_parallel,15000,150.0,8,500,2.307523727416992,0.14400000000000002,,
sklearn_parallel,15000,150.0,8,500,1.5641624927520752,0.14880000000000002,,
sklearn_parallel,15000,150.0,8,500,1.5523712635040283,0.1336,,
sklearn_parallel,15000,150.0,8,500,1.5682215690612793,0.1516,,
