parcel,n_features,n_informative,n_classes,n_samples,sklearn_time,sklearn_accuracy,cuml_time,cuml_accuracy
0,10000,100.0,8,8000,4.981773614883423,0.13225000000000003,,
0,10000,100.0,8,8000,4.142789840698242,0.1305,,
0,10000,100.0,8,8000,4.105627775192261,0.129125,,
0,10000,100.0,8,8000,4.150908470153809,0.1325,,
0,10000,100.0,8,8000,4.164201736450195,0.13362500000000002,,
0,10000,100.0,8,8000,4.068625450134277,0.12725,,
0,10000,100.0,8,8000,4.097785711288452,0.132,,
0,10000,100.0,8,8000,4.074530601501465,0.134625,,
0,10000,100.0,8,8000,4.056853294372559,0.13225,,
0,10000,100.0,8,8000,4.078263521194458,0.12975,,
0,10000,100.0,8,8000,4.1185526847839355,0.130125,,
0,10000,100.0,8,8000,4.064522743225098,0.136625,,
0,10000,100.0,8,8000,4.056598901748657,0.1305,,
0,10000,100.0,8,8000,4.1106109619140625,0.128125,,
0,10000,100.0,8,8000,4.064470291137695,0.130625,,
0,10000,100.0,8,8000,4.1319615840911865,0.129375,,
0,10000,100.0,8,8000,4.16501522064209,0.130625,,
0,10000,100.0,8,8000,4.002121210098267,0.131375,,
0,10000,100.0,8,8000,4.077703237533569,0.130375,,
0,10000,100.0,8,8000,4.09297513961792,0.133375,,
0,10000,100.0,8,8000,4.08901047706604,0.13125,,
0,10000,100.0,8,8000,4.067549467086792,0.13199999999999998,,
0,10000,100.0,8,8000,4.024656295776367,0.12912500000000002,,
0,10000,100.0,8,8000,4.125886678695679,0.13187500000000002,,
0,10000,100.0,8,8000,4.109457731246948,0.13162500000000002,,
0,10000,100.0,8,8000,4.0448596477508545,0.13474999999999998,,
0,10000,100.0,8,8000,4.039069652557373,0.1315,,
0,10000,100.0,8,8000,4.1276655197143555,0.13024999999999998,,
0,10000,100.0,8,8000,4.111031532287598,0.134125,,
0,10000,100.0,8,8000,4.017404794692993,0.128875,,
0,10000,100.0,8,8000,4.160284519195557,0.134,,
0,10000,100.0,8,8000,4.1493566036224365,0.13074999999999998,,
0,10000,100.0,8,8000,4.080468654632568,0.1305,,
0,10000,100.0,8,8000,4.0467095375061035,0.1335,,
0,10000,100.0,8,8000,4.133938789367676,0.12974999999999998,,
0,10000,100.0,8,8000,4.100093841552734,0.128375,,
0,10000,100.0,8,8000,4.160257339477539,0.13275,,
0,10000,100.0,8,8000,4.077803373336792,0.130625,,
0,10000,100.0,8,8000,4.01646876335144,0.13149999999999998,,
0,10000,100.0,8,8000,4.061507701873779,0.1295,,
0,10000,100.0,8,8000,4.092404127120972,0.13249999999999998,,
0,10000,100.0,8,8000,3.9900827407836914,0.13,,
0,10000,100.0,8,8000,4.12821626663208,0.132375,,
0,10000,100.0,8,8000,4.128371238708496,0.132375,,
0,10000,100.0,8,8000,4.118263006210327,0.13474999999999998,,
0,10000,100.0,8,8000,4.124298572540283,0.1305,,
0,10000,100.0,8,8000,4.05898380279541,0.13174999999999998,,
0,10000,100.0,8,8000,4.053165912628174,0.131125,,
0,10000,100.0,8,8000,4.111470699310303,0.1325,,
0,10000,100.0,8,8000,4.076575994491577,0.129,,
0,10000,100.0,8,8000,,,3.8467540740966797,0.1311250001192093
0,10000,100.0,8,8000,,,3.757934808731079,0.1300000011920929
0,10000,100.0,8,8000,,,3.8037967681884766,0.1311250001192093
0,10000,100.0,8,8000,,,3.7059781551361084,0.1298750013113022
0,10000,100.0,8,8000,,,3.8647401332855225,0.12862499952316284
0,10000,100.0,8,8000,,,3.775529146194458,0.1286249965429306
0,10000,100.0,8,8000,,,3.833928346633911,0.13012499809265138
0,10000,100.0,8,8000,,,3.8500776290893555,0.1332500010728836
